company,department,title,name,theme,article_title,publish_date,article_url,keyword
株式会社ジャパンプラットフォーム,海外事業部,プログラムコーディネーター,宮越太郎,最終報告会の登壇者,外務省 「令和7年度 NGO研究会」最終報告会 開催のお知らせ　NGOの現場を支えるAI実装,2026-02-16,https://prtimes.jp/main/html/rd/p/000000032.000078639.html,部長
ジャフコグループ株式会社,,チーフキャピタリスト,長島昭,Forbes RISING STAR AWARD 2026の審査員,無下剤バーチャル内視鏡™検査を開発するBoston Medical Sciences、「Forbes JAPAN RISING STAR AWARD 2026」にてグランプリを受賞,2026-05-07,https://prtimes.jp/main/html/rd/p/000000007.000129637.html,部長
ジョンソンコントロールズ株式会社,アプライド機器事業,バイスプレジデント兼ゼネラルマネジャー,アーロン・ルイス,YK-HT二段遠心式チラーの製品紹介・コメント,ジョンソンコントロールズ、AHR ExpoでYORK YK-HT二段遠心式チラーを先行公開,2026-02-03,https://prtimes.jp/main/html/rd/p/000000144.000007712.html,マネジャー
株式会社スクウェア・エニックス,,リードAIリサーチャー,三宅陽一郎,AIゲーム開発パネリスト,未来のコンテンツテクノロジーを体験！「INTER BEE IGNITION×DCEXPO」みどころのご紹介と取材のご案内【注目コンファレンス編】,2025-11-05,https://prtimes.jp/main/html/rd/p/000000086.000037875.html,マネージャー
スクラムベンチャーズ合同会社,,ジェネラルパートナー,宮田拓弥,スタートアップへの出資検討責任者,『Well-BeingX』、多様なウェルビーイングの実現をテーマにグローバル・オープンイノベーション・プログラム二期目をローンチ、スタートアップ募集を開始,2023-04-06,https://prtimes.jp/main/html/rd/p/000000054.000015315.html,課長
スコープ株式会社,Experience Design Div.,,本田博通,パネルトーク登壇者として越境学習参加後の体験談を共有,「越境学習の今とこれから」,2022-12-07,https://prtimes.jp/main/html/rd/p/000000009.000030438.html,マネジャー
株式会社スコラ・コンサルト,,プロセスデザイナー,髙木 穣,研修プログラムの講師・プロセスデザイナー,飛騨の自然×豪奢な町家ホテル×サウナでリスキリング研修　　　　　　　　　　　　　　　組織風土改革コンサルのパイオニア　スコラ・コンサルトが8月より提供開始,2023-08-08,https://prtimes.jp/main/html/rd/p/000000015.000073818.html,課長
スズキ合同会社,四輪電気電子技術本部,常務役員 四輪電気電子技術本部長,寸田 剛司,自動運転・ADAS&SDVサミット登壇者,【10月8・9・10日の連続開催】クルマの価値創造へ向けた注目のカンファレンス｜ホンダ、日産、ソニー・ホンダモビリティ、BYD Auto Japan他から登壇,2025-09-08,https://prtimes.jp/main/html/rd/p/000000075.000028236.html,部長
スズキ合同会社,次世代モビリティサービス本部,常務役員,熊瀧潤也,ReVisionモビリティサミット2025の講師,国交省、スズキ、JR西日本、newmo、トヨタカローラ大分、ティアフォー他から講演多数 『ReVisionモビリティサミット2025』 3月5日開催,2025-01-29,https://prtimes.jp/main/html/rd/p/000000068.000028236.html,課長
スターク合同会社,,セールスマネージャー,竹内章裕,ウェビナー登壇者（LINE活用とリピート購入の講師）,【5/27 無料ウェビナー】＼バラバラの施策、卒業しませんか？／EC顧客接点から考える60の具体策～認知からリピートまでの勝ち筋全貌公開～にLANY登壇（株式会社これから主催）,2026-05-07,https://prtimes.jp/main/html/rd/p/000000406.000071062.html,マネージャー
株式会社スターダストプロモーション,,役員,川上アキラ,ももいろクローバーZのマネージャー兼プロデューサー,ももいろクローバーZのマネージャー兼プロデューサーの川上アキラさんに聴く　ももクロをブレイクへと導いたのはプロレス仕込みの追い込み？！,2021-06-11,https://prtimes.jp/main/html/rd/p/000000517.000003392.html,マネジャー
株式会社スタートアップクラス,,執行役員 VPoRevenue,清遠 弘樹,スタートアップHRフォーラムの登壇者,【ノックラーン】スタートアップHRフォーラム2026 Winter 登壇者の第一弾を先行公開！,2026-01-23,https://prtimes.jp/main/html/rd/p/000000098.000103563.html,部長
株式会社スタジオジブリ,ポストプロダクション部,部長,古城環,トークセッション登壇者,11月23日（日）・24日（月祝）にアニメ映画クリエイターのトークセッション「長江CUBEシネピープルトーク」vol.002を開催　「戦争とアニメ」「アニメのミライ」をテーマに、Live配信も,2025-11-18,https://prtimes.jp/main/html/rd/p/000000007.000169962.html,部長
株式会社スタッフサービス・ホールディングス,法務部,部長,全徳 正康,セミナー登壇者、労基法改正について解説,スタッフサービスの元法務部長 全徳氏登壇！40年ぶりの労基法に伴い、派遣企業が知っておくべき7つの重要ポイントを解説,2026-02-05,https://prtimes.jp/main/html/rd/p/000000174.000033277.html,部長
株式会社スパイバー,,ヘッド・オブ・ビジネス・ディベロップメント＆サステナビリティ兼執行役員,東憲児,デジタルと科学が後押しする近未来のファッションについてのスピーカー,WWDJAPAN　ファッション×サステナ最先端イベントを無料配信,2022-11-18,https://prtimes.jp/main/html/rd/p/000000020.000080364.html,課長
スパイラル合同会社,商品課,課長・バイヤー,堀越千尋,MARKET部門の審査員,若手クリエイター170組がスパイラル（南青山）に集結。GWにアートフェスティバル「SICF27」のチケット販売をArtStickerで開始,2026-04-08,https://prtimes.jp/main/html/rd/p/000000370.000038948.html,課長
有限会社スピロ,広報部,広報部長,フローラ・リムキ,プレスリリース問い合わせ先,スピロ(Spiro)社、次なる成長段階を率いるグループCEOに、元インドファースト・エナジーCEOのアナント・バジャティヤ氏を任命,2026-06-10,https://prtimes.jp/main/html/rd/p/000000003.000180990.html,部長
スポティファイジャパン株式会社,,,芦澤紀子,音楽業界のエキスパートとして著書に寄稿,音楽業界に就職・転職したい人は必読！読めば、業界の現在（いま）と未来（これから）をリアルに実感！,2023-10-04,https://prtimes.jp/main/html/rd/p/000005481.000005875.html,マネジャー
合同会社スマートアクアリウム静岡,,館長,真野光晃,フォトコンテスト開催に関連する施設の館長,【東京カメラ部タイアップ】AQUARIUM×ART átoa・四国水族館・スマートアクアリウム静岡「やっぱり水族館っていいな フォトコンテスト2023」を開催します！,2023-07-14,https://prtimes.jp/main/html/rd/p/000000138.000084116.html,課長
スマートニュース株式会社,メディア研究所,所長,山脇岳志,選考委員,「第3回 国際文化会館ジャーナリズム大賞」応募85作品から受賞・ファイナリスト9作品を選出,2026-06-24,https://prtimes.jp/main/html/rd/p/000000085.000054811.html,部長
セイコーウオッチ,広報・PR室,,余合夏実,心を揺さぶるPR事例の提供,BRUTUS編集部と考える“PR”。全国19の企業や行政の「心を揺さぶるPR。」を2/3発売号の付録小冊子で,2025-02-03,https://prtimes.jp/main/html/rd/p/000001499.000000112.html,課長
株式会社ゼウレカ,,執行役員 CTO,牧口大旭,AI創薬革命セミナー講演者,【展示会】BioJapan 2024 ～ バイオテクノロジーが創るサステナブルな社会、2030年にめざすべき姿がここに,2024-10-02,https://prtimes.jp/main/html/rd/p/000000003.000109529.html,課長
株式会社セールスフォース・ジャパン,インダストリーアドバイザー本部,シニアマネジャー,早田 和哲,セミナー講師・SBOM管理要求のポイントとCRM接続メリットの解説,【オンラインセミナー】医療機器のSBOM管理に潜むリスクとセキュリティ対策の要諦,2025-01-08,https://prtimes.jp/main/html/rd/p/000000253.000088324.html,マネジャー
株式会社セゾンテクノロジー,,,石田 誠司,スポンサー講演登壇者,『nCino Summit Japan 2025』最新プログラムを発表 、 国内外の金融機関リーダーが登壇,2025-11-07,https://prtimes.jp/main/html/rd/p/000000050.000052966.html,部長
セゾン投信株式会社,マルチマネージャー運用部,執行役員 マルチマネージャー運用部長 ポートフォリオマネージャー,瀬下哲雄,資産運用についての解説者,確定申告シーズンの“お金と暮らし”を9時間でアップデート！　投資家・田中 渓がナビゲートするホリデー特番2/23（月・祝）放送,2026-02-18,https://prtimes.jp/main/html/rd/p/000001970.000025404.html,部長
株式会社セルリアンタワー東急ホテル,,総支配人,吉岡 慎一,ホテルの統括責任者,限定テイスティングやウイスキーアンバサダー来店イベントなどニッカウヰスキーの奥深い世界に浸る特別フェアをセルリアンタワー東急ホテルにて開催,2026-06-18,https://prtimes.jp/main/html/rd/p/000004160.000005113.html,部長
株式会社セレブリックス,キャリア&リクルーティング事業本部 SQiL Career Agent事業部,GM 兼 事業オーナー,武拓矢,アンケート回答者,人事専門誌『日本人材ニュース vol.339』を発行 「AIが迫る人事大転換」を特集,2026-01-27,https://prtimes.jp/main/html/rd/p/000000070.000118301.html,部長
株式会社ソーシャル・エックス,,シニアマネージャー,山野 広貴,バディ,著名アドバイザーが伴走支援！ 日本経済新聞社、若手社会起業家を育てるビジネススクール開催,2026-07-16,https://prtimes.jp/main/html/rd/p/000000651.000011115.html,マネージャー
ソニー株式会社,生産戦略統括部,部長,尾関克己,イベント参加エキスパート,“通説を疑い、未来を創る” - 69の誤りを打ち破るチェンジリーダーの祭典『Goldrattフェス 2026』1月10日開催,2025-12-10,https://prtimes.jp/main/html/rd/p/000000090.000055533.html,部長
ソニー株式会社,Startup Acceleration部門,副部門長,小田島伸至,審査員,次世代クリエイターのアイデアを育てるプログラム　Sony Creators Gate「U24 CO-CHALLENGE 2021」募集開始　～多種多様な若い才能がオンラインで集結し、ソニーと共創する～,2020-09-24,https://prtimes.jp/main/html/rd/p/000000031.000024177.html,マネジャー
ソニー株式会社,サステナビリティ推進部CSRグループ,ゼネラルマネジャー,シッピー光,審査員,次世代クリエイターのアイデアを育てるプログラム　Sony Creators Gate「U24 CO-CHALLENGE 2021」募集開始　～多種多様な若い才能がオンラインで集結し、ソニーと共創する～,2020-09-24,https://prtimes.jp/main/html/rd/p/000000031.000024177.html,マネジャー
ソニー株式会社,ブランド戦略部,統括部長,森繁樹,審査員,次世代クリエイターのアイデアを育てるプログラム　Sony Creators Gate「U24 CO-CHALLENGE 2021」募集開始　～多種多様な若い才能がオンラインで集結し、ソニーと共創する～,2020-09-24,https://prtimes.jp/main/html/rd/p/000000031.000024177.html,マネジャー
株式会社ソニー・インタラクティブエンタテインメント,人事総務部門 人事部 2課,担当課長,葛西哲,特集記事#06登壇者、ソニーゲーム事業の採用事情,【外資就活ドットコム】特集「“ゲームづくり”をキャリアにする」（全6回）を公開,2023-08-31,https://prtimes.jp/main/html/rd/p/000000078.000026700.html,課長
株式会社ソニー・インタラクティブエンタテインメント,,環境・技術コンプライアンス 責任者,キアレン・メイヤーズ,SESSION 2登壇者、環境・サステナビリティ課題解決担当,2 月27 日（土）13:00～オンライン開催　「Sony Creators Gate」の三者対話ライブ“trialog vol.11　SUSTAINABILITY｜社会のウェルネス”追加ゲストを発表,2021-02-24,https://prtimes.jp/main/html/rd/p/000000025.000034244.html,マネジャー
株式会社ソニー・ミュージックアーティスツ,,,久木元章恵,音楽業界のエキスパートとして著書に寄稿,音楽業界に就職・転職したい人は必読！読めば、業界の現在（いま）と未来（これから）をリアルに実感！,2023-10-04,https://prtimes.jp/main/html/rd/p/000005481.000005875.html,マネジャー
株式会社ソニー・ミュージックエンタテインメント,経営企画グループ 事業戦略チーム & 事業創発推進チーム,,古澤純,審査員,次世代クリエイターのアイデアを育てるプログラム　Sony Creators Gate「U24 CO-CHALLENGE 2021」募集開始　～多種多様な若い才能がオンラインで集結し、ソニーと共創する～,2020-09-24,https://prtimes.jp/main/html/rd/p/000000031.000024177.html,マネジャー
株式会社ソニー・ミュージックレーベルズ,,,山本秀哉,音楽業界のエキスパートとして著書に寄稿,音楽業界に就職・転職したい人は必読！読めば、業界の現在（いま）と未来（これから）をリアルに実感！,2023-10-04,https://prtimes.jp/main/html/rd/p/000005481.000005875.html,マネジャー
株式会社ソニーコンピュータサイエンス研究所,,リサーチエンジニア,柳平大樹,SESSION 3登壇者、OESプロジェクト担当,2 月27 日（土）13:00～オンライン開催　「Sony Creators Gate」の三者対話ライブ“trialog vol.11　SUSTAINABILITY｜社会のウェルネス”追加ゲストを発表,2021-02-24,https://prtimes.jp/main/html/rd/p/000000025.000034244.html,マネジャー
ソニーネットワークコミュニケーションズ株式会社,法人サービス事業部,データサイエンティスト,松原雅信,セッション3講師としてAutoML活用事例を紹介,【オンラインセミナーのお知らせ】現場主導でのAI活用による企業変革の推進～AutoMLの活用～,2023-01-18,https://prtimes.jp/main/html/rd/p/000000085.000088324.html,マネジャー
ソニーフィナンシャルグループ株式会社,,執行役員チーフアナリスト,尾河 眞樹,ゲスト出演者,春改編スペシャルウィークを3月30日から4月3日で開催、豪華ゲストが毎日出演！,2026-03-24,https://prtimes.jp/main/html/rd/p/000000211.000028693.html,部長
ソニーフィナンシャルグループ株式会社,金融市場調査部,シニアフェロー チーフエコノミスト,菅野 雅明,セミナー登壇者,【共催セミナー】ソニーフィナンシャルグループ × 日経CNBC「金融経済フォーラム2025～徹底討論！分断が進む世界をどう生き抜くか～」開催のお知らせ,2025-02-05,https://prtimes.jp/main/html/rd/p/000000165.000028693.html,課長
ソニーフィナンシャルグループ株式会社,金融市場調査部,部長 兼 調査課長 シニアエコノミスト,渡辺 浩志,セミナー登壇者,【共催セミナー】ソニーフィナンシャルグループ × 日経CNBC「金融経済フォーラム2025～徹底討論！分断が進む世界をどう生き抜くか～」開催のお知らせ,2025-02-05,https://prtimes.jp/main/html/rd/p/000000165.000028693.html,課長
ソニーフィナンシャルグループ株式会社,金融市場調査部,シニアアナリスト,石川 久美子,セミナー登壇者,【共催セミナー】ソニーフィナンシャルグループ × 日経CNBC「金融経済フォーラム2025～徹底討論！分断が進む世界をどう生き抜くか～」開催のお知らせ,2025-02-05,https://prtimes.jp/main/html/rd/p/000000165.000028693.html,課長
ソニーフィナンシャルグループ株式会社,金融市場調査部,シニアエコノミスト,宮嶋 貴之,セミナー登壇者,【共催セミナー】ソニーフィナンシャルグループ × 日経CNBC「金融経済フォーラム2025～徹底討論！分断が進む世界をどう生き抜くか～」開催のお知らせ,2025-02-05,https://prtimes.jp/main/html/rd/p/000000165.000028693.html,課長
ソニーフィナンシャルグループ株式会社,金融市場調査部,シニアアナリスト,森本 淳太郎,セミナー登壇者,【共催セミナー】ソニーフィナンシャルグループ × 日経CNBC「金融経済フォーラム2025～徹底討論！分断が進む世界をどう生き抜くか～」開催のお知らせ,2025-02-05,https://prtimes.jp/main/html/rd/p/000000165.000028693.html,課長
ソニーベンチャーズ株式会社,役員室,シニアベンチャーキャピタリスト,富高忠房,ILS2023登壇者,"【ILS2023】ビジターチケット5,000円割引のクーポンコード受付は残り8日！",2023-09-26,https://prtimes.jp/main/html/rd/p/000000151.000005367.html,マネジャー
ソフトブレーン・サービス株式会社,,執行役員,岸田 剛史,営業職の中途採用に関する採用動向レポート作成,日本人材ニュース、2026年1月の「人材採用動向レポート」を3本発表 〜障がい者、営業職、経理・財務職の最新採用トレンドを解説～,2026-02-02,https://prtimes.jp/main/html/rd/p/000000074.000118301.html,部長
ソフトブレーン・サービス株式会社,,執行役員,岸田剛史,採用動向レポート,人事専門誌『日本人材ニュース vol.339』を発行 「AIが迫る人事大転換」を特集,2026-01-27,https://prtimes.jp/main/html/rd/p/000000070.000118301.html,部長
ダイキン工業有限会社,,技師長,比戸 将平,Fully Connected 2025 Tokyo登壇者,Weights & Biases が年次ユーザーカンファレンス Fully Connected 2025 Tokyo の開催を発表,2025-09-04,https://prtimes.jp/main/html/rd/p/000000025.000119963.html,課長
ダイキン工業有限会社,物流本部,業務部長,磯田 芳子,セミナー講演者,サプライチェーンロジスティクスセミナーにて、船井総研ロジ 赤峰誠司が講演いたします,2024-05-25,https://prtimes.jp/main/html/rd/p/000000767.000059144.html,課長
タイグロンパートナーズ株式会社,,エグゼクティブコンサルタント,廣重甫,アンケート回答者,人事専門誌『日本人材ニュース vol.339』を発行 「AIが迫る人事大転換」を特集,2026-01-27,https://prtimes.jp/main/html/rd/p/000000070.000118301.html,部長
株式会社タイミー,社長室一次産業グループ,社長,宍戸健太,探究会テーマオーナー,新潟から食農の未来を切り拓く。官民のキーパーソン150名超が全国から集結する、食と農林水産業の実装型カンファレンスを開催,2026-06-02,https://prtimes.jp/main/html/rd/p/000000007.000181109.html,部長
株式会社タイミー,,執行役員CTO,山口徹,Japan CxO Award審査員,「Japan CxO Award 2025」【事業部門】の ファイナリストにペイトナー 最高執行責任者（COO）野呂祐介が選出されました,2025-11-12,https://prtimes.jp/main/html/rd/p/000000207.000047439.html,マネージャー
合資会社ダイヤモンド社,ブランディング事業局 ブランドスタジオ部,副部長,鈴木 淳一,イベント登壇者・編集現場の責任者,文春オンライン・ビュートピア・ダイヤモンド・扶桑社ら4編集部が登壇。AI時代の「編集の現場」を語る無料イベントを8月4日開催,2026-07-16,https://prtimes.jp/main/html/rd/p/000000048.000133529.html,部長
合資会社ダイヤモンド社,ビジネスメディア編集局,局長,麻生祐司,イベントパネラー,キメラ、2020年3月18日にイベント「メディアのサブスクリプション戦略最前線」をオンライン開催,2020-03-02,https://prtimes.jp/main/html/rd/p/000000015.000014379.html,マネジャー
有限会社タカ・イシイギャラリー,,創設者,石井孝之,ギャラリーの反応・コメント,第3回 Tokyo Gendai、盛況のうちに閉幕日本の卓越した現代アートの多様性とエネルギーを国内外へ発信,2025-09-16,https://prtimes.jp/main/html/rd/p/000000018.000103225.html,部長
ダッソー・システムズ株式会社,,最高経営責任者,パスカル・ダロズ,基調講演登壇,ダッソー・システムズ、年次イベント「3DEXPERIENCE CONFERENCE JAPAN 2025」開催報告,2025-09-24,https://prtimes.jp/main/html/rd/p/000000540.000006067.html,部長
タレス合同会社,暗号化製品,バイスプレジデント,トッド・ムーア,グーグル・クラウドとの協力関係とCipherTrustソリューションについての見解,タレス、グーグル・クラウドとの関係拡大により、クラウドにおける顧客との信頼性を向上,2022-02-24,https://prtimes.jp/main/html/rd/p/000000009.000037555.html,マネジャー
チェック・ポイント・ソフトウェア・テクノロジーズ株式会社,クラウドおよびSASE,VP,ポール・バルボーザ,パートナーシップ拡大の説明者,チェック・ポイントとIllumio、パートナーシップの拡大と、フロンティアAIを悪用した攻撃に対するより強力な保護の提供を発表,2026-06-19,https://prtimes.jp/main/html/rd/p/000000526.000021207.html,マネージャー
株式会社チェンジウェーブグループ,,執行役員,鈴木富貴,女性管理職育成セッションのモデレーター,マネジメント変革サミット2026　セッション詳細発表,2026-01-15,https://prtimes.jp/main/html/rd/p/000000068.000072551.html,部長
株式会社チェンジウェーブグループ,,執行役員,鈴木 冨貴,女性管理職育成モデレーター,【2月18日開催】マネジメント変革サミット2026開催ーすべての挑戦をエンパワーする,2025-12-18,https://prtimes.jp/main/html/rd/p/000000066.000072551.html,部長
有限会社チミケップホテル,,シェフ,渡辺賢紀,ペアリングメニュー考案,オホーツクの地域プロジェクト！　北海道北見市産の希少種「旭」と知床酵母で造ったりんごのお酒 オホーツクシードル 『Gravitation』 第三弾　新作発売,2024-12-13,https://prtimes.jp/main/html/rd/p/000000008.000110326.html,課長
株式会社ツインエンジン,,プロデューサー,長坂健司,エンタメ部門賞受賞作品の関係者として登壇,「TikTok上半期トレンド大賞2026」大賞はモナキが受賞！世代を縦断するコミュニティを形成。ヒットアイテム部門は松屋オンラインショップ、インパクト・ソング部門は「夜の踊り子」/サカナクションに決定,2026-06-30,https://prtimes.jp/main/html/rd/p/000001318.000030435.html,課長
株式会社ティアフォー,,執行役員CSO,三好航,ReVisionモビリティサミット2024の講演者,国交省、ホンダ、塩尻市、トヨタファイナンシャルサービス、東急バス 他から講演多数 『ReVisionモビリティサミット2024』 2月28日開催,2024-02-07,https://prtimes.jp/main/html/rd/p/000000055.000028236.html,課長
テクノブレーン株式会社,人財紹介部,執行役員 本部長,碣石浩二,DX推進に関する専門家インタビュー,人事専門誌『日本人材ニュース vol.336』を発行 「DXを推進できる組織・人事の条件」を特集,2025-05-28,https://prtimes.jp/main/html/rd/p/000000023.000118301.html,マネジャー
デジタルグリッド株式会社,プラットフォーム事業部,Director,井澤僚太,登壇者として紹介,＜好評につき締切延長！＞LOGISTICS TODAY、緊急特別番組「酷暑の物流生存戦略2026」を7月14日にライブ配信,2026-07-13,https://prtimes.jp/main/html/rd/p/000000003.000187040.html,マネージャー
株式会社デライト・ベンチャーズ,,パートナー,永野 祐輔,投資家として登壇・メッセージ掲載,訪日免税・ショッピングプラットフォーム「Ocean」、第三者割当増資による資金調達を実施,2025-11-12,https://prtimes.jp/main/html/rd/p/000000003.000172396.html,マネージャー
株式会社デライト・ベンチャーズ,,マネージングパートナー,南場 智子,リード投資家として登壇・メッセージ掲載,訪日免税・ショッピングプラットフォーム「Ocean」、第三者割当増資による資金調達を実施,2025-11-12,https://prtimes.jp/main/html/rd/p/000000003.000172396.html,マネージャー
株式会社デライト・ベンチャーズ,,Principal,藤井 康介,VCリバースピッチ登壇,U25世代向けスタートアップの祭典『TORYUMON FUKUOKA 2025 BURST』全登壇者・コンテンツを公開！,2025-11-03,https://prtimes.jp/main/html/rd/p/000000135.000018441.html,マネージャー
株式会社デライト・ベンチャーズ,,Managing Partner,渡辺 大,既存投資家としてのコメント,建設DXを推進するクラフトバンク、総額38億円のシリーズBラウンドを完了,2025-10-17,https://prtimes.jp/main/html/rd/p/000000045.000080019.html,部長
株式会社デライト・ベンチャーズ,,キャピタリスト,有井菜月,一次二次審査員,みんなでスタートアップを応援するピッチアワード　「QWS STARTUP AWARD 2026」2026 年3月に開催決定！,2025-09-03,https://prtimes.jp/main/html/rd/p/000000146.000046405.html,部長
株式会社テリロジー,技術統括部 クラウドアーキテクトグループ,グループマネジャー,山内 洋征,セッション4登壇者,KPMGコンサルティング、【オンラインセミナー開催のお知らせ】                                       DX時代が直面するセキュリティ脅威と必要な脆弱性管理,2021-12-14,https://prtimes.jp/main/html/rd/p/000000008.000088324.html,マネジャー
デル・テクノロジーズ株式会社,,グローバルCTO（最高技術責任者）兼CAIO（最高AI責任者）,ジョン ローズ,2026年のテクノロジー予測とAI戦略についての発表,デル・テクノロジーズ、2026年の予測とAPJC地域の展望を発表　AIの加速、導入の拡大、ソブリンAIとガバナンス,2025-12-15,https://prtimes.jp/main/html/rd/p/000000372.000025237.html,マネージャー
デル・テクノロジーズ株式会社,,APJC担当プレジデント,ピーター マース,APJC地域のAI導入戦略とイノベーション推進,デル・テクノロジーズ、2026年の予測とAPJC地域の展望を発表　AIの加速、導入の拡大、ソブリンAIとガバナンス,2025-12-15,https://prtimes.jp/main/html/rd/p/000000372.000025237.html,マネージャー
テレニシ株式会社,法人事業本部 ソリューション営業二部,部長,吉田 寛之,イベント登壇者,LOGISTICS TODAY主催『運行管理が変わる2025 点呼・一元化・現場戦略の分岐点』にクロスマイル安藤が登壇,2025-06-10,https://prtimes.jp/main/html/rd/p/000000131.000063503.html,課長
株式会社テレビ朝日,報道局ニュースセンター経済部,デスク,村野 俊,講座講師（テレビ報道と企業広報）,パブリックリレーションズ入門Web講座2025【7月15日（水）から販売開始,2026-07-15,https://prtimes.jp/main/html/rd/p/000000012.000165543.html,部長
株式会社テレビ朝日,『題名のない音楽会』,プロデューサー,鬼久保 美帆,審査委員,第41回 寬仁親王牌・彬子女王牌 童謡こどもの歌コンクール,2026-03-19,https://prtimes.jp/main/html/rd/p/000000432.000030888.html,部長
株式会社テレビ朝日,セールスプロモーション局 第２ソリューション部,,高石 智史,深化セッションの登壇者,1/27(木)「第３回テレビカンファレンス」お申込は本日ひる12時まで 民放キー５局に加え、TVer社・ビデオリサーチ社・REVISIO社の初出展が決定！,2026-01-26,https://prtimes.jp/main/html/rd/p/000000392.000030888.html,部長
株式会社テレビ朝日,刑事部,部長,郷原政直,キントリ創設者として紹介,天海祐希主演『緊急取調室』からレギュラー陣総出演の配信オリジナル誕生！『緊急取調室 FINAL CROSSROAD』（全３話）本日よりTELASAで独占配信スタート！,2025-11-27,https://prtimes.jp/main/html/rd/p/000000040.000165653.html,部長
株式会社テレビ朝日,,エグゼクティブプロデューサー,三輪祐見子,配信オリジナルドラマの制作責任者,天海祐希主演『緊急取調室』からレギュラー陣総出演の配信オリジナル誕生！『緊急取調室 FINAL CROSSROAD』（全３話）本日よりTELASAで独占配信スタート！,2025-11-27,https://prtimes.jp/main/html/rd/p/000000040.000165653.html,部長
株式会社テレビ朝日,,アナウンサー,山口豊,気候変動メディアシンポジウム2025の登壇者,〝メディアが希望〟今こそ求められるメディアとは？【気候変動メディアシンポジウム2025】を開催！,2025-05-13,https://prtimes.jp/main/html/rd/p/000000021.000128060.html,マネジャー
株式会社テレビ朝日,アナウンス部,上級マネジャー,山口 豊,地域脱炭素フォーラムの登壇者,バイウィル 取締役 CSO 伊佐 陽介が環境省主催「地域脱炭素フォーラム2025 in 横浜」に登壇,2025-04-28,https://prtimes.jp/main/html/rd/p/000000264.000013100.html,マネジャー
株式会社テレビ朝日,人事局厚生労務部,,細川大輔,男性育休パネルセッションの登壇者,ラーニングサイクル、「国際女性デー」パネルディスカッションを開催,2025-02-25,https://prtimes.jp/main/html/rd/p/000000001.000155412.html,課長
株式会社テレビ朝日,セールスプロモーション局,プロデューサー,大島はるか,ケア労働パネルセッションの登壇者,ラーニングサイクル、「国際女性デー」パネルディスカッションを開催,2025-02-25,https://prtimes.jp/main/html/rd/p/000000001.000155412.html,課長
株式会社テレビ朝日,報道局,プロデューサー,外山薫,ケア労働パネルセッションの登壇者,ラーニングサイクル、「国際女性デー」パネルディスカッションを開催,2025-02-25,https://prtimes.jp/main/html/rd/p/000000001.000155412.html,課長
株式会社テレビ朝日,報道局,プロデューサー,溝上由夏,ケア労働パネルセッションの登壇者,ラーニングサイクル、「国際女性デー」パネルディスカッションを開催,2025-02-25,https://prtimes.jp/main/html/rd/p/000000001.000155412.html,課長
株式会社テレビ朝日,コンテンツ編成局,総合編成部長,河野太一,民放キー5局の編成戦略に関する登壇,【開催まであと1週間】「テレビカンファレンス2024」ステージでは様々なプログラムを展開！,2024-10-30,https://prtimes.jp/main/html/rd/p/000000260.000030888.html,課長
株式会社テレビ朝日,ビジネスプロデュース局ビジネス統括部 兼 コンテンツ編成局メタバース部,,織田笑里,メタバースに関する講演登壇者,【デジタル・ニッポンの未来を予見】社会変革の先駆者から学ぶ「事業構想DXサミット」を８月２日（水）東京会場＋オンラインで開催,2023-07-26,https://prtimes.jp/main/html/rd/p/000000312.000036930.html,課長
株式会社テレビ東京,番組制作,チーフディレクター,株木亘,番組チーフディレクター・スペシャルインタビュー出演,【Xプレゼントキャンペーン】テレビ東京の大人気番組が待望の“辞書化” 『川島明の辞書で吞む 公式辞典』7月2日（木）発売。抽選で6名様に出演者の直筆サイン色紙をプレゼント,2026-07-02,https://prtimes.jp/main/html/rd/p/000019566.000007006.html,部長
株式会社テレビ東京,営業局,局長,大庭竹 修,進化セッションの登壇者,1/27(木)「第３回テレビカンファレンス」お申込は本日ひる12時まで 民放キー５局に加え、TVer社・ビデオリサーチ社・REVISIO社の初出展が決定！,2026-01-26,https://prtimes.jp/main/html/rd/p/000000392.000030888.html,部長
株式会社テレビ東京,クリエイティブ開発チーム「シナぷしゅ」,統括プロデューサー,飯田 佳奈子,深化セッションの登壇者,1/27(木)「第３回テレビカンファレンス」お申込は本日ひる12時まで 民放キー５局に加え、TVer社・ビデオリサーチ社・REVISIO社の初出展が決定！,2026-01-26,https://prtimes.jp/main/html/rd/p/000000392.000030888.html,部長
株式会社テレビ東京,制作局 クリエイティブ開発チーム,部長／チーフプロデューサー,工藤里紗,Session1登壇者、フェムテック番組担当,博報堂Woman Wellness Program主催イベント　2025年11月11日（火）＠オンライン配信「Women’s Future Meetup-あしたを変えるアイデアを一緒に-」開催,2025-10-08,https://prtimes.jp/main/html/rd/p/000001063.000008062.html,部長
株式会社テレビ東京,営業局営業推進部,副部長,進藤隆富,気候変動メディアシンポジウム2025の登壇者,〝メディアが希望〟今こそ求められるメディアとは？【気候変動メディアシンポジウム2025】を開催！,2025-05-13,https://prtimes.jp/main/html/rd/p/000000021.000128060.html,マネジャー
株式会社テレビ東京,コンテンツ戦略局 コンテンツ編成部,部長,工藤仁巳,民放キー5局の編成戦略に関する登壇,【開催まであと1週間】「テレビカンファレンス2024」ステージでは様々なプログラムを展開！,2024-10-30,https://prtimes.jp/main/html/rd/p/000000260.000030888.html,課長
